Subject_ID,FINAL_QC
TO_d8_0010_05,1
TO_d8_0011_02,1
TO_d8_0012_02,1
TO_d8_0014_02,1
TO_d8_0016_02,1
TO_d8_0019_01,1
TO_d8_0020_01,1
TO_d8_0028_03,1
TO_d8_0029_02,1
TO_d8_0030_01,1
TO_d8_0031_04,1
TO_d8_0032_02,1
TO_d8_0033_01,1
TO_d8_0035_01,0.5
TO_d8_0036_01,1
TO_d8_0038_01,1
TO_d8_0039_01,1
TO_d8_0040_04,1
TO_d8_0041_03,1
TO_d8_0042_01,1
TO_d8_0043_01,1
TO_d8_0044_04,1
TO_d8_0045_04,1
TO_d8_0047_01,1
TO_d8_0048_01,1
TO_d8_0049_01,1
TO_d8_0050_02,1
TO_d8_0051_01,1
TO_d8_0052_01,0.5
TO_d8_0053_03,1
TO_d8_0054_02,1
TO_d8_0056_03,1
TO_d8_0057_01,1
TO_d8_0058_01,1
TO_d8_0060_01,1
TO_d8_0061_03,1
TO_d8_0062_01,1
TO_d8_0063_03,1
TO_d8_0064_02,1
TO_d8_0065_03,1
TO_d8_0066_01,1
TO_d8_0067_03,1
TO_d8_0069_01,1
TO_d8_0071_01,1
TO_d8_0072_01,1
TO_d8_0073_01,1
TO_d8_0074_01,1
TO_d8_0075_02,1
TO_d8_0076_04,1
TO_d8_0077_01,1
TO_d8_0078_01,1
TO_d8_0079_04,1
TO_d8_0080_01,1
TO_d8_0081_01,1
TO_d8_0082_03,1
TO_d8_0083_01,1
TO_d8_0084_03,1
TO_d8_0087_01,1
TO_d8_0088_02,1
TO_d8_0089_03,1
TO_d8_0090_01,1
TO_d8_0091_03,1
TO_d8_0093_01,1
TO_d8_0095_01,1
TO_d8_0096_01,1
TO_d8_0097_01,1
TO_d8_0098_03,1
TO_d8_0099_01,0.5
TO_d8_0100_01,1
TO_d8_0101_01,1
TO_d8_0102_01,1
TO_d8_0105_01,1
TO_d8_0107_01,1
TO_d8_0108_01,1
TO_d8_0109_01,1
TO_d8_0110_01,0.5
TO_d8_0111_01,1
TO_d8_0112_01,1
TO_d8_0113_01,1
TO_d8_0114_01,1
TO_d8_0115_01,1
TO_d8_0116_01,1
TO_d8_0117_01,1
TO_d8_0118_01,1
TO_d8_0119_01,1
TO_d8_0120_01,1
TO_d8_0121_01,1
TO_d8_0124_01,1
TO_d8_0126_01,1
TO_d8_0129_01,1
TO_d8_0130_01,1
TO_d8_0131_01,0.5
TO_d8_0132_01,1
TO_d8_0133_01,1
TO_d8_0134_01,1
TO_d8_0135_01,1
TO_d8_0136_01,1
TO_d8_0137_01,0.5
TO_d8_0138_01,1
TO_d8_0139_01,0.5
TO_d8_0140_01,1
TO_d8_0141_01,1
TO_d8_0142_01,1
TO_d8_0143_01,1
TO_d8_0144_01,1
TO_d8_0145_01,0.5
TO_d8_0147_01,0.5
TO_d8_0148_01,1
TO_d8_0149_01,1
TO_d8_0150_01,1
TO_d8_0151_01,1
TO_d8_0154_01,1
TO_d8_0155_01,1
TO_d8_0156_01,1
TO_d8_0157_01,1
TO_d8_0160_01,0.5
TO_d8_0161_02,1
TO_d8_0163_01,1
TO_d8_0164_01,1
TO_d8_0165_01,1
TO_d8_0166_01,1
TO_d8_0168_01,1
TO_d8_0170_01,1
TO_d8_0171_01,1
TO_d8_0172_01,1
TO_d8_0174_01,1
TO_d8_0175_01,1
TO_d8_0176_01,1
TO_d8_0177_01,1
TO_d8_0180_01,1
TO_d8_0181_01,1
TO_d8_0182_01,1
TO_d8_0183_01,1
TO_d8_0186_01,0.5
TO_d8_0187_01,1
TO_d8_0189_01,1
TO_d8_0190_01,1
TO_d8_0191_01,1
TO_d8_0192_01,1
TO_d8_0193_01,0.5
TO_d8_0194_01,1
TO_d8_0196_01,0.5
TO_d8_0197_01,1
TO_d8_0198_01,0.5
TO_d8_0200_01,1
TO_d8_0201_01,1
TO_d8_0202_01,0.5
TO_d8_0203_01,1
TO_d8_0204_01,1
TO_d8_0205_01,1
TO_d8_0206_02,1
TO_d8_0207_01,1
TO_d8_0208_01,1
TO_d8_0209_01,1
TO_d8_0210_01,1
TO_d8_0212_01,1
TO_d8_0214_01,0.5
TO_d8_0215_01,1
TO_d8_0216_01,1
TO_d8_0217_01,1
TO_d8_0218_01,1
TO_d8_0219_01,0.5
TO_d8_0220_01,1
TO_d8_0222_01,1
TO_d8_0224_01,1
TO_d8_0225_01,1
TO_d8_0228_01,1
TO_d8_0231_01,1
TO_d8_0232_01,1
TO_d8_0233_01,1
TO_d8_0234_01,1
TO_d8_0235_01,1
TO_d8_0236_01,1
TO_d8_0246_01,1
TO_d8_0247_01,1
TO_d8_0248_01,1
TO_d8_0249_01,1
TO_d8_0250_01,1
TO_d8_0251_01,0.5
TO_d8_0252_01,1
TO_d8_0253_01,1
TO_d8_0254_01,1
TO_d8_0255_01,1
TO_d8_0256_01,1
TO_d8_0257_01,1
TO_d8_0260_01,1
TO_d8_0261_01,1
TO_d8_0262_01,1
TO_d8_0263_01,1
TO_d8_0264_01,1
TO_d8_0265_01,0.5
TO_d8_0266_01,0.5
TO_d8_0269_01,1
TO_d8_0270_01,1
TO_d8_0271_01,1
TO_d8_0272_01,1
TO_d8_0273_01,1
TO_d8_0274_01,1
TO_d8_0275_01,1
TO_d8_0276_01,1
TO_d8_0277_01,1
TO_d8_0278_01,1
TO_d8_0279_01,1
TO_d8_0280_01,1
TO_d8_0281_01,1
TO_d8_0282_01,1
TO_d8_0283_01,1
TO_d8_0284_01,1
TO_d8_0285_01,1
TO_d8_0286_01,1
TO_d8_0287_01,1
TO_d8_0288_01,1
TO_d8_0289_01,1
TO_d8_0290_01,1
TO_d8_0291_01,1
TO_d8_0292_01,1
TO_d8_0293_01,1
TO_d8_0294_01,1
TO_d8_0295_01,1
TO_d8_0296_01,1
TO_d8_0297_01,1
TO_d8_0298_01,0.5
TO_d8_0299_01,1
TO_d8_0300_01,1
TO_d8_0307_01,0.5
TO_d8_0308_01,1
TO_d8_0310_01,1
TO_d8_0311_01,1
TO_d8_0313_01,1
TO_d8_0314_01,1
TO_d8_0317_01,1
TO_d8_0320_01,1
TO_d8_0321_01,1
TO_d8_0322_01,1
TO_d8_0323_01,1
TO_d8_0324_01,1
TO_d8_0330_01,0.5
TO_d8_0333_01,1
TO_d8_0335_01,0.5
TO_d8_0339_01,1
TO_d8_0341_01,1
TO_d8_0343_01,1
TO_d8_0344_01,1
TO_d8_0345_01,1
TO_d8_0346_02,1
TO_d8_0347_01,0
TO_d8_0351_01,0.5
TO_d8_0352_01,0.5
TO_d8_0360_01,1
TO_d8_0361_01,1
TO_d8_0362_01,1
TO_d8_0366_01,1
TO_d8_0368_01,0.5
TO_d8_0369_01,1
TO_d8_0370_01,1
TO_d8_0374_01,1
TO_d8_0376_01,1
TO_d8_0377_01,1
TO_d8_0378_01,1
TO_d8_0379_01,1
TO_d8_0380_01,1
TO_d8_0381_01,1
TO_d8_0382_01,1
TO_d8_0385_01,1
TO_d8_0386_01,1
TO_d8_0388_01,1
TO_d8_0389_02,1
TO_d8_0390_01,1
TO_d8_0391_01,1
TO_d8_0393_01,1
TO_d8_0394_01,1
TO_d8_0402_01,1
TO_d8_0412_01,1
TO_d8_0415_01,1
TO_d8_0416_01,1
TO_d8_0420_02,1
TO_d8_0424_01,1
TO_d8_0425_01,1
TO_d8_0427_01,1
TO_d8_0428_01,1
TO_d8_0431_01,1
TO_d8_0432_01,1
TO_d8_0436_01,1
TO_d8_0441_01,1
TO_d8_0443_01,1
TO_d8_0444_01,1
TO_d8_0447_02,1
TO_d8_0449_02,0.5
TO_d8_0450_01,0.5
TO_d8_0451_01,0.5
TO_d8_0453_02,0.5
TO_d8_0454_01,1
TO_d8_0456_01,1
TO_d8_0460_01,1
TO_d8_0461_01,1
TO_d8_0462_01,1
TO_d8_0464_01,1
TO_d8_0465_01,1
TO_d8_0467_01,1
TO_d8_0468_01,1
TO_d8_0469_01,1
TO_d8_0656_01,0.5
TO_d8_0657_01,0.5
TO_d8_0658_01,1
TO_d8_0659_01,1
TO_d8_0660_01,1
TO_d8_0661_01,1
TO_d8_0663_01,0.5
TO_d8_0664_01,1
TO_d8_0665_01,1
TO_d8_0666_01,1
TO_d8_0667_01,1
TO_d8_0668_01,1
TO_d8_0669_01,1
TO_d8_0670_01,1
TO_d8_0672_01,1
TO_d8_0674_01,1
TO_d8_0676_01,1
TO_d8_0677_01,1
TO_d8_0678_01,1
TO_d8_0679_01,0.5
TO_d8_0681_01,1
TO_d8_0683_01,1
TO_d8_0684_01,0.5
TO_d8_0685_01,1
TO_d8_0686_01,0.5
TO_d8_0687_01,1
TO_d8_0688_01,1
TO_d8_0689_01,1
TO_d8_0692_01,1
TO_d8_0693_01,1
TO_d8_0696_01,0.5
TO_d8_0699_01,1
TO_d8_0700_01,1
TO_d8_0701_01,0.5
TO_d8_0702_01,0.5
TO_d8_0703_01,1
TO_d8_0707_01,1
TO_d8_0708_01,1
TO_d8_0709_01,1
TO_d8_0711_01,1
TO_d8_0713_02,0.5
TO_d8_0716_01,1
TO_d8_0717_01,1
TO_d8_0719_01,1
TO_d8_0721_01,0.5
TO_d8_0722_01,1
TO_d8_0723_01,1
TO_d8_0724_01,1
TO_d8_0726_01,1
TO_d8_0727_01,0
TO_d8_0728_01,1
TO_d8_0730_01,1
TO_d8_0731_01,0.5
TO_d8_0732_01,1
TO_d8_0733_01,0.5
TO_d8_0734_01,1
TO_d8_0736_01,1
TO_d8_0738_01,1
TO_d8_0739_01,1
TO_d8_0741_01,1
TO_d8_0742_01,1
TO_d8_0744_01,1
TO_d8_0745_01,1
TO_d8_0746_02,0.5
TO_d8_0747_01,1
TO_d8_0748_01,1
TO_d8_0749_01,1
TO_d8_0750_01,0.5
TO_d8_0751_01,1
TO_d8_0752_01,1
TO_d8_0753_02,1
TO_d8_0754_01,1
TO_d8_0755_01,1
TO_d8_0756_01,1
TO_d8_0757_01,0.5
TO_d8_0758_01,1
TO_d8_0760_01,1
TO_d8_0761_01,1
TO_d8_0762_01,1
TO_d8_0763_01,1
TO_d8_0764_01,1
TO_d8_0765_01,1
TO_d8_0766_01,1
TO_d8_0769_01,1
TO_d8_0770_01,1
TO_d8_0772_01,1
TO_d8_0773_01,1
TO_d8_0774_01,1
TO_d8_0775_01,1
TO_d8_0780_01,0.5
TO_d8_0781_02,1
TO_d8_0783_01,1
TO_d8_0784_01,1
TO_d8_0785_01,1
TO_d8_0786_01,1
TO_d8_0787_01,1
TO_d8_0788_01,1
TO_d8_0789_01,1
TO_d8_0790_01,0.5
TO_d8_0791_01,1
TO_d8_0792_01,0.5
UKAIMS_11005,1
UKAIMS_11008,1
UKAIMS_11009,1
UKAIMS_11011,1
UKAIMS_11012,0.5
UKAIMS_11013,1
UKAIMS_11014,1
UKAIMS_11015,1
UKAIMS_11017,1
UKAIMS_11018,1
UKAIMS_11019,0.5
UKAIMS_11020,1
UKAIMS_11023,1
UKAIMS_11024,1
UKAIMS_11025,1
UKAIMS_11026,1
UKAIMS_11028,1
UKAIMS_11029,1
UKAIMS_11030,1
UKAIMS_11031,1
UKAIMS_11032,0.5
UKAIMS_11033,1
UKAIMS_11034,0.5
UKAIMS_11035,1
UKAIMS_11037,1
UKAIMS_11038,1
UKAIMS_11040,1
UKAIMS_11041,1
UKAIMS_11042,0.5
UKAIMS_11043,0.5
UKAIMS_11044,1
UKAIMS_11045,0.5
UKAIMS_11046,1
UKAIMS_11047,1
UKAIMS_11048,1
UKAIMS_11049,1
UKAIMS_11050,1
UKAIMS_11051,1
UKAIMS_11053,1
UKAIMS_11054,1
UKAIMS_11055,0.5
UKAIMS_12001,1
UKAIMS_12002,1
UKAIMS_12004,1
UKAIMS_12005,0.5
UKAIMS_12006,0
UKAIMS_12007,1
UKAIMS_12008,0.5
UKAIMS_12009,1
UKAIMS_12010,1
UKAIMS_12011,1
UKAIMS_12012,1
UKAIMS_12013,1
UKAIMS_12014,1
UKAIMS_12016,0
UKAIMS_12017,0
UKAIMS_12018,0.5
UKAIMS_12021,0
UKAIMS_12022,1
UKAIMS_12023,1
UKAIMS_12025,1
UKAIMS_12026,1
UKAIMS_12027,1
UKAIMS_12028,1
UKAIMS_12030,1
UKAIMS_12031,1
UKAIMS_12032,1
UKAIMS_12034,0.5
UKAIMS_12037,1
UKAIMS_12038,1
UKAIMS_12040,1
UKAIMS_21001,1
UKAIMS_21002,1
UKAIMS_21005,1
UKAIMS_21006,0.5
UKAIMS_21007,1
UKAIMS_21009,0.5
UKAIMS_21010,0.5
UKAIMS_21012,1
UKAIMS_21013,0.5
UKAIMS_21014,1
UKAIMS_21023,1
UKAIMS_21024,0.5
UKAIMS_21025,0.5
UKAIMS_21026,0.5
UKAIMS_21027,1
UKAIMS_21029,1
UKAIMS_21033,1
UKAIMS_21040,1
UKAIMS_21042,1
UKAIMS_21044,0.5
UKAIMS_21045,1
UKAIMS_21047,1
UKAIMS_21049,0.5
UKAIMS_21050,0.5
UKAIMS_21052,1
UKAIMS_21053,1
UKAIMS_21054,1
UKAIMS_21055,1
UKAIMS_21056,0.5
UKAIMS_21059,1
UKAIMS_21060,1
UKAIMS_22001,1
UKAIMS_22002,1
UKAIMS_22005,1
UKAIMS_22006,1
UKAIMS_22007,1
UKAIMS_22013,1
UKAIMS_22017,1
UKAIMS_22019,0.5
UKAIMS_22021,1
UKAIMS_22022,0.5
UKAIMS_22023,1
UKAIMS_22025,1
UKAIMS_22026,1
UKAIMS_22027,1
UKAIMS_22030,1
UKAIMS_22031,1
UKAIMS_22034,1
UKAIMS_22038,0.5
UKAIMS_22039,1
UKAIMS_22040,0.5
UKAIMS_22041,1
UKAIMS_22044,1
UKAIMS_22045,1
UKAIMS_22047,1
UKAIMS_31008,0
UKAIMS_31010,1
UKAIMS_31012,1
UKAIMS_31014,1
UKAIMS_31015,1
UKAIMS_31016,1
UKAIMS_31017,1
UKAIMS_31018,1
UKAIMS_31019,1
UKAIMS_31020,0.5
UKAIMS_31021,0.5
UKAIMS_31022,1
UKAIMS_31025,1
UKAIMS_31026,1
UKAIMS_31030,1
UKAIMS_31031,1
UKAIMS_32001,0.5
UKAIMS_32002,1
UKAIMS_32003,1
UKAIMS_32005,1
UKAIMS_32007,1
UKAIMS_32009,0.5
UKAIMS_32010,1
UKAIMS_32012,0.5
UKAIMS_32013,1
UKAIMS_32014,1
UKAIMS_32015,1
UKAIMS_32016,1
UKAIMS_32017,1
UKAIMS_32018,0.5
UKAIMS_32020,1
UKAIMS_32021,1
UKAIMS_32022,0.5
UKAIMS_32023,1
UKAIMS_32024,1
UKAIMS_32025,1
UKAIMS_32026,1
UKAIMS_32027,1
UKAIMS_32028,1
UKAIMS_32029,1
UKAIMS_32030,1
UKAIMS_32032,0
UKAIMS_32034,1
UKAIMS_32035,0.5
UKAIMS_32036,1
UKAIMS_32037,1
UKAIMS_32038,1
UKAIMS_41003,1
UKAIMS_41004,1
UKAIMS_41006,1
UKAIMS_41007,1
UKAIMS_41008,1
UKAIMS_41013,0.5
UKAIMS_41014,0
UKAIMS_41015,1
UKAIMS_41016,0.5
UKAIMS_41017,1
UKAIMS_41018,1
UKAIMS_41019,0.5
UKAIMS_41022,1
UKAIMS_41023,1
UKAIMS_41024,0.5
UKAIMS_41025,0.5
UKAIMS_41028,0.5
UKAIMS_41030,0.5
UKAIMS_42001,1
UKAIMS_42002,1
UKAIMS_42003,1
UKAIMS_42004,1
UKAIMS_42005,1
UKAIMS_42006,1
UKAIMS_42007,0.5
UKAIMS_42008,1
UKAIMS_42009,1
UKAIMS_42011,1
UKAIMS_42013,1
UKAIMS_42015,1
UKAIMS_42016,1
UKAIMS_42020,0
UKAIMS_42021,1
UKAIMS_42022,1
UKAIMS_42024,0.5
UKAIMS_42025,1
UKAIMS_42028,1
UKAIMS_42029,1
UKAIMS_42030,0.5
UKAIMS_42031,1
UKAIMS_42033,1
UKAIMS_42034,0
UKAIMS_42035,1
UKAIMS_42037,1
UKAIMS_42039,1
UKAIMS_42040,1
CAM_A01,1
CAM_A03,0
CAM_A04,1
CAM_A05,0
CAM_A06,1
CAM_A07,1
CAM_A09,1
CAM_A11,0
CAM_A12,1
CAM_A13,1
CAM_A15,1
CAM_A16,1
CAM_A17,1
CAM_A18,0.5
CAM_A19,1
CAM_A22,1
CAM_A25,0.5
CAM_A26,0
CAM_A27,1
CAM_A28,1
CAM_A30,1
CAM_A31,1
CAM_A32,1
CAM_A34,1
CAM_A35,1
CAM_A38,1
CAM_A40,0
CAM_A41,1
CAM_A43,1
CAM_A45,1
CAM_A46,1
CAM_A47,1
CAM_A48,1
CAM_A50,1
CAM_A51,0.5
CAM_A53,0
CAM_A54,1
CAM_A55,1
CAM_A56,1
CAM_C01,1
CAM_C02,1
CAM_C03,1
CAM_C04,1
CAM_C05,1
CAM_C06,0.5
CAM_C07,1
CAM_C08,1
CAM_C09,1
CAM_C10,1
CAM_C11,0.5
CAM_C12,0
CAM_C13,0.5
CAM_C14,1
CAM_C15,1
CAM_C16,0.5
CAM_C17,1
CAM_C19,1
CAM_C20,0.5
CAM_C22,1
CAM_C23,1
CAM_C24,1
CAM_C25,1
CAM_C28,0.5
CAM_C29,1
CAM_C30,1
CAM_C31,1
CAM_C32,1
CAM_C33,1
CAM_C34,1
CAM_C35,0.5
CAM_C36,1
CAM_C38,1
CAM_C39,1
CAM_C40,1
TO_d8_0059_04,0.5
TO_d8_0715_01,1
ABIDEII_IP_1_29596,0.5
ABIDEII_IP_1_29601,1
ABIDEII_IP_1_29613,0.5
ABIDEII_IP_1_29617,0
ABIDEII_IP_1_29634,0
ABIDEII_IU_1_29539,1
ABIDEII_IU_1_29544,1
ABIDEII_IU_1_29551,1
ABIDEII_IU_1_29553,0
ABIDEII_IU_1_29554,1
ABIDEII_IU_1_29557,1
ABIDEII_KKI_1_29287,1
ABIDEII_KKI_1_29328,1
ABIDEII_KKI_1_29331,1
ABIDEII_KKI_1_29356,1
ABIDEII_KKI_1_29373,1
ABIDEII_KKI_1_29375,1
ABIDEII_KKI_1_29381,1
ABIDEII_KKI_1_29389,1
ABIDEII_KKI_1_29397,1
ABIDEII_KKI_1_29434,1
ABIDEII_KKI_1_29456,0.5
ABIDEII_NYU_1_29184,0.5
ABIDEII_NYU_1_29188,0.5
ABIDEII_NYU_1_29228,1
ABIDEII_NYU_1_29229,1
ABIDEII_NYU_1_29236,0
ABIDEII_NYU_1_29247,0
ABIDEII_NYU_1_29254,0.5
ABIDEII_NYU_2_29152,0.5
ABIDEII_NYU_2_29158,0
ABIDEII_NYU_2_29160,1
ABIDEII_NYU_2_29161,1
ABIDEII_NYU_2_29162,0.5
ABIDEII_NYU_2_29164,1
ABIDEII_OHSU_1_28925,1
ABIDEII_OHSU_1_28943,1
ABIDEII_OHSU_1_28944,1
ABIDEII_OHSU_1_28948,1
ABIDEII_OHSU_1_28974,1
ABIDEII_OHSU_1_28984,1
ABIDEII_OHSU_1_28987,0
ABIDEII_OHSU_1_28996,1
ABIDEII_OHSU_1_30159,1
ABIDEII_SDSU_1_28857,0.5
ABIDEII_SDSU_1_28869,1
ABIDEII_SDSU_1_28871,0.5
ABIDEII_SDSU_1_28885,1
ABIDEII_SDSU_1_28898,0.5
ABIDEII_SDSU_1_28905,1
ABIDE_KKI_50786,0.5
ABIDE_KKI_50793,1
ABIDE_KKI_50804,1
ABIDE_NYU_50953,1
ABIDE_NYU_50955,0
ABIDE_NYU_50977,1
ABIDE_NYU_50992,1
ABIDE_NYU_50997,1
ABIDE_NYU_51028,1
ABIDE_NYU_51032,0.5
ABIDE_NYU_51036,0
ABIDE_NYU_51050,0.5
ABIDE_NYU_51065,1
ABIDE_NYU_51083,0.5
ABIDE_NYU_51084,0
ABIDE_NYU_51085,1
ABIDE_NYU_51091,0.5
ABIDE_NYU_51150,1
ABIDE_OHSU_50153,1
ABIDE_OHSU_50157,1
ABIDE_OHSU_50158,0.5
ABIDE_OHSU_50164,1
ABIDE_OHSU_50166,0.5
ABIDE_OHSU_50168,0.5
ABIDE_SDSU_50208,0.5
ABIDE_SDSU_50210,0
ABIDE_UM_2_50382,1
ABIDEII_IU_1_29541,0.5
ABIDEII_IU_1_29545,0.5
ABIDEII_IU_1_29546,0.5
ABIDEII_IU_1_29547,0.5
ABIDEII_IU_1_29548,0.5
ABIDEII_IU_1_29550,0.5
ABIDEII_IU_1_29555,0.5
ABIDEII_IU_1_29556,0.5
ABIDEII_IU_1_29559,0.5
ABIDEII_IU_1_29560,0.5
ABIDEII_IU_1_29562,0.5
ABIDEII_IU_1_29563,0.5
ABIDEII_IU_1_29564,0.5
ABIDEII_IU_1_29566,0.5
ABIDEII_IU_1_29567,1
ABIDEII_IU_1_29568,1
ABIDEII_IU_1_29569,1
ABIDEII_IU_1_29570,1
ABIDEII_IU_1_29571,0.5
ABIDEII_IU_1_29572,1
ABIDEII_IU_1_29573,0.5
ABIDEII_IU_1_29574,1
ABIDEII_IU_1_29575,1
ABIDE_NYU_50954,0.5
ABIDE_NYU_50961,1
ABIDE_NYU_50974,0.5
ABIDE_NYU_50976,1
ABIDE_NYU_50978,1
ABIDE_NYU_50985,0.5
ABIDE_NYU_51027,1
ABIDE_NYU_51042,0
ABIDE_NYU_51051,0
ABIDE_NYU_51064,1
ABIDE_NYU_51066,0.5
ABIDE_NYU_51068,1
ABIDE_NYU_51073,0.5
ABIDE_NYU_51080,1
ABIDE_NYU_51081,1
ABIDE_NYU_51082,1
ABIDE_NYU_51087,1
ABIDE_NYU_51101,1
ABIDE_NYU_51105,1
ABIDE_NYU_51111,1
ABIDE_NYU_51112,0
ABIDE_NYU_51113,1
ABIDE_NYU_51121,1
ABIDE_NYU_51122,0.5
ABIDE_NYU_51126,1
ABIDE_NYU_51152,1
